,TEL
2021-05-05,44454300000
2021-05-06,44794200000
2021-05-07,45540000000
2021-05-10,45045000000
2021-05-11,44150700000
2021-05-12,42616199999
2021-05-13,43408200000
2021-05-14,44286000000
2021-05-17,44272800000
2021-05-18,43312500000
2021-05-19,43791000000
2021-05-20,44055000000
2021-05-21,43853699999
2021-05-24,44398200000
2021-05-25,44200200000
2021-05-26,44441099999
2021-05-27,44655600000
2021-05-28,44774400000
2021-06-01,45381600000
2021-06-02,45266099999
2021-06-03,45249600000
2021-06-04,45988800000
2021-06-07,45873300000
2021-06-08,45523500000
2021-06-09,44777700000
2021-06-10,45190200000
2021-06-11,45210000000
2021-06-14,45243000000
2021-06-15,45094500000
2021-06-16,44866800000
2021-06-17,44157300000
2021-06-18,42622800000
2021-06-21,43441199999
2021-06-22,43454400000
2021-06-23,43616099999
2021-06-24,44101199999
2021-06-25,43886400000
2021-06-28,43633840000
2021-06-29,44332480000
2021-06-30,44348880000
2021-07-01,44847440000
2021-07-02,45352560000
2021-07-06,44548960000
2021-07-07,44952400000
2021-07-08,44293120000
2021-07-09,45264000000
2021-07-12,45473919999
2021-07-13,45136080000
2021-07-14,45391919999
2021-07-15,44896640000
2021-07-16,44053680000
2021-07-19,43420640000
2021-07-20,44450560000
2021-07-21,45690400000
2021-07-22,45254160000
2021-07-23,45378800000
2021-07-26,45480480000
2021-07-27,45149200000
2021-07-28,46553040000
2021-07-29,47943759999
2021-07-30,48370160000
2021-08-02,48708000000
2021-08-03,49003200000
2021-08-04,48852320000
2021-08-05,48714560000
2021-08-06,49075360000
2021-08-09,49072080000
2021-08-10,49196720000
2021-08-11,49708400000
2021-08-12,50069200000
2021-08-13,50042960000
2021-08-16,50328320000
2021-08-17,49344320000
2021-08-18,48983520000
2021-08-19,48222560000
2021-08-20,48563680000
2021-08-23,49249200000
2021-08-24,49577200000
2021-08-25,49465680000
2021-08-26,49478800000
2021-08-27,50085600000
2021-08-30,50082320000
2021-08-31,49272160000
2021-09-01,49357440000
2021-09-02,49554240000
2021-09-03,49091759999
2021-09-07,48776880000
2021-09-08,48225840000
2021-09-09,47812560000
2021-09-10,47691200000
2021-09-13,47999520000
2021-09-14,47474720000
2021-09-15,47560000000
2021-09-16,47163120000
2021-09-17,46520240000
2021-09-20,45769120000
2021-09-21,45342720000
2021-09-22,46097120000
2021-09-23,47232000000
2021-09-24,47104350000
2021-09-27,47382300000
2021-09-28,46084110000
2021-09-29,45358170000
2021-09-30,44870940000
2021-10-01,46345710000
2021-10-04,45874830000
2021-10-05,46963740000
2021-10-06,47215529999
2021-10-07,47876070000
2021-10-08,47634089999
2021-10-11,47621010000
2021-10-12,46273770000
2021-10-13,46244339999
2021-10-14,48036300000
2021-10-15,48167100000
2021-10-18,48147480000
2021-10-19,48072270000
2021-10-20,48114779999
2021-10-21,48624900000
2021-10-22,48265200000
2021-10-25,48294630000
2021-10-26,48039570000
2021-10-27,46708680000
2021-10-28,47473860000
2021-10-29,47742000000
2021-11-01,49419510000
2021-11-02,49720350000
2021-11-03,50181420000
2021-11-04,50675190000
2021-11-05,51927600000
2021-11-08,51666000000
2021-11-09,52666620000
2021-11-10,52512930000
2021-11-11,53376210000
2021-11-12,53729370000
2021-11-15,53703210000
2021-11-16,53922300000
2021-11-17,54298350000
2021-11-18,53677050000
2021-11-19,54036750000
2021-11-22,53150580000
2021-11-23,52565250000
2021-11-24,52437720000
2021-11-26,51012000000
2021-11-29,52120529999
2021-11-30,50335110000
2021-12-01,49939440000
2021-12-02,51499230000
2021-12-03,50995650000
2021-12-06,51577710000
2021-12-07,52064940000
2021-12-08,51953760000
2021-12-09,51384779999
2021-12-10,52437720000
2021-12-13,51692160000
2021-12-14,51371700000
2021-12-15,52565250000
2021-12-16,52339620000
2021-12-17,51146070000
2021-12-20,50053890000
2021-12-21,51280140000
2021-12-22,51260520000
2021-12-23,51813150000
2021-12-27,52906750000
2021-12-28,52841750000
2021-12-29,52789750000
2021-12-30,52191750000
2021-12-31,52435500000
2022-01-03,52325000000
2022-01-04,53342250000
2022-01-05,52227500000
2022-01-06,52507000000
2022-01-07,51535250000
2022-01-10,51437750000
2022-01-11,52084500000
2022-01-12,52227500000
2022-01-13,51876500000
2022-01-14,52240500000
2022-01-18,51691250000
2022-01-19,51021750000
2022-01-20,50050000000
2022-01-21,49042500000
2022-01-24,49565750000
2022-01-25,48490000000
2022-01-26,45734000000
2022-01-27,44612750000
2022-01-28,45636499999
2022-01-31,46478250000
2022-02-01,46507500000
2022-02-02,48087000000
2022-02-03,47222500000
2022-02-04,47001500000
2022-02-07,46595250000
2022-02-08,47378500000
2022-02-09,48717500000
2022-02-10,47898500000
2022-02-11,46621250000
2022-02-14,46647250000
2022-02-15,48096750000
2022-02-16,48665500000
2022-02-17,46897500000
2022-02-18,46631000000
2022-02-22,45721000000
2022-02-23,44947500000
2022-02-24,45968000000
2022-02-25,47030750000
2022-02-28,46289750000
2022-03-01,43969250000
2022-03-02,45061250000
2022-03-03,44414500000
2022-03-04,43364750000
2022-03-07,41502500000
2022-03-08,41847000000
2022-03-09,42389750000
2022-03-10,42344250000
2022-03-11,41411500000
2022-03-14,41086500000
2022-03-15,41398500000
2022-03-16,42692000000
2022-03-17,43114500000
2022-03-18,43498000000
2022-03-21,42903250000
2022-03-22,42844750000
2022-03-23,41999750000
2022-03-24,42844750000
2022-03-25,42581280000
2022-03-28,42323680000
2022-03-29,44088239999
2022-03-30,43015980000
2022-03-31,42175560000
2022-04-01,42446040000
2022-04-04,42552300000
2022-04-05,41064660000
2022-04-06,40269320000
2022-04-07,40378800000
2022-04-08,40172720000
2022-04-11,39676840000
2022-04-12,39734800000
2022-04-13,39985960000
2022-04-14,38923360000
2022-04-18,39284000000
2022-04-19,40050360000
2022-04-20,40787740000
2022-04-21,40578440000
2022-04-22,39567360000
2022-04-25,40056800000
2022-04-26,38723720000
2022-04-27,40307960000
2022-04-28,40881120000
2022-04-29,40179160000
2022-05-02,40501160000
2022-05-03,40884340000
2022-05-04,42236739999
2022-05-05,41103300000
2022-05-06,40993820000
2022-05-09,39699380000
2022-05-10,40192040000
2022-05-11,39290440000
2022-05-12,39480420000
2022-05-13,40320840000
2022-05-16,39847500000
2022-05-17,41583079999
2022-05-18,39387040000
2022-05-19,39502960000
2022-05-20,39502960000
2022-05-23,39815300000
2022-05-24,39808860000
2022-05-25,39406360000
2022-05-26,40198480000
2022-05-27,41695780000
2022-05-31,41663579999
2022-06-01,41267520000
2022-06-02,42397739999
2022-06-03,41882540000
2022-06-06,42484680000
2022-06-07,42719739999
2022-06-08,42117600000
2022-06-09,41148380000
2022-06-10,39728360000
2022-06-13,38166660000
2022-06-14,38121580000
2022-06-15,38833200000
2022-06-16,36344140000
2022-06-17,37200660000
2022-06-21,37973460000
2022-06-22,36897980000
2022-06-23,37219980000
2022-06-24,37766410000
2022-06-27,37498450000
2022-06-28,36659480000
2022-06-29,36011910000
2022-06-30,36094850000
2022-07-01,35409000000
2022-07-05,35558930000
2022-07-06,35960870000
2022-07-07,36630770000
2022-07-08,36697760000
2022-07-11,35976820000
2022-07-12,36050190000
2022-07-13,36212880000
2022-07-14,35861980000
2022-07-15,36895540000
2022-07-18,36707330000
2022-07-19,38283190000
2022-07-20,38984990000
2022-07-21,39817580000
2022-07-22,39252950000
2022-07-25,39256140000
2022-07-26,39252950000
2022-07-27,40777770000
2022-07-28,41862370000
2022-07-29,42659870000
2022-08-01,42143090000
2022-08-02,41913409999
2022-08-03,42500370000
2022-08-04,42509940000
2022-08-05,42471659999
2022-08-08,42401479999
2022-08-09,41801760000
2022-08-10,42812990000
2022-08-11,42828940000
2022-08-12,43801890000
2022-08-15,43760420000
2022-08-16,43846550000
2022-08-17,43374430000
2022-08-18,43712570000
2022-08-19,43023530000
2022-08-22,41396630000
2022-08-23,41584840000
2022-08-24,41189280000
2022-08-25,42238790000
2022-08-26,40439630000
2022-08-29,40270560000
2022-08-30,40308840000
2022-08-31,40260990000
2022-09-01,39785680000
2022-09-02,39520910000
2022-09-06,39268900000
2022-09-07,40343930000
2022-09-08,40564040000
2022-09-09,41163760000
2022-09-12,41804950000
2022-09-13,40299270000
2022-09-14,40203570000
2022-09-15,39645320000
2022-09-16,39150870000
2022-09-19,39351840000
2022-09-20,38799970000
2022-09-21,38343800000
2022-09-22,37169880000
2022-09-23,36551020000
2022-09-26,36171410000
2022-09-27,36187360000
2022-09-28,36755180000
2022-09-29,35900260000
2022-09-30,34984120000
2022-10-03,36239440000
2022-10-04,37574010000
2022-10-05,37475740000
2022-10-06,37431360000
2022-10-07,36188720000
2022-10-10,35399390000
2022-10-11,34844640000
2022-10-12,34280380000
2022-10-13,35332820000
2022-10-14,34083840000
2022-10-17,35475470000
2022-10-18,35792470000
2022-10-19,35513510000
2022-10-20,35158470000
2022-10-21,36420130000
2022-10-24,36607160000
2022-10-25,37174590000
2022-10-26,37675450000
2022-10-27,37723000000
2022-10-28,38880050000
2022-10-31,38746910000
2022-11-01,39130480000
2022-11-02,36023880000
2022-11-03,35805150000
2022-11-04,36987560000
2022-11-07,37022430000
2022-11-08,37136550000
2022-11-09,36201400000
2022-11-10,38721550000
2022-11-11,39342870000
2022-11-14,39472840000
2022-11-15,40268510000
2022-11-16,39865920000
2022-11-17,39431630000
2022-11-18,40065630000
2022-11-21,39526730000
2022-11-22,40122690000
2022-11-23,40341420000
2022-11-25,40572830000
2022-11-28,39504540000
2022-11-29,39288980000
2022-11-30,39980040000
2022-12-01,40195600000
2022-12-02,39872260000
2022-12-05,39292150000
2022-12-06,38303110000
2022-12-07,38534520000
2022-12-08,38715210000
2022-12-09,38588410000
2022-12-12,39269960000
2022-12-13,39786670000
2022-12-14,39387250000
2022-12-15,37761040000
2022-12-16,36911480000
2022-12-19,36626180000
2022-12-20,36407450000
2022-12-21,36613500000
2022-12-22,36210910000
2022-12-23,36122150000
2022-12-27,36093620000
2022-12-28,35576910000
2022-12-29,36657880000
2022-12-30,36276800000
2023-01-03,36232560000
2023-01-04,37167920000
2023-01-05,36738160000
2023-01-06,38046400000
2023-01-09,38365560000
2023-01-10,38773200000
2023-01-11,39105000000
2023-01-12,39225080000
2023-01-13,39259840000
2023-01-17,39250360000
2023-01-18,38959640000
2023-01-19,38343440000
2023-01-20,38621520000
2023-01-23,39427320000
2023-01-24,39389400000
2023-01-25,39048120000
2023-01-26,39269320000
2023-01-27,39610600000
2023-01-30,39658000000
2023-01-31,40179400000
2023-02-01,41143200000
2023-02-02,42644200000
2023-02-03,42309239999
2023-02-06,42059600000
2023-02-07,42344000000
2023-02-08,41569800000
2023-02-09,41655120000
2023-02-10,41013640000
2023-02-13,41778360000
2023-02-14,41933200000
2023-02-15,42053280000
2023-02-16,41712000000
2023-02-17,41664600000
2023-02-21,40030880000
2023-02-22,40043520000
2023-02-23,40302640000
2023-02-24,39648520000
2023-02-27,40195200000
2023-02-28,40233120000
2023-03-01,40394280000
2023-03-02,40808239999
2023-03-03,41231680000
2023-03-06,41275920000
2023-03-07,40719760000
2023-03-08,40956760000
2023-03-09,40466960000
2023-03-10,39351480000
2023-03-13,39190320000
2023-03-14,39977160000
2023-03-15,39161880000
2023-03-16,39471560000
2023-03-17,38940680000
2023-03-20,39364120000
2023-03-21,39632720000
2023-03-22,39123960000
2023-03-23,39547400000
2023-03-24,39398880000
2023-03-27,39556880000
2023-03-28,39323040000
2023-03-29,40245760000
2023-03-30,40808239999
2023-03-31,41312250000
2023-04-03,41230349999
2023-04-04,39775050000
2023-04-05,39214350000
2023-04-06,39047400000
2023-04-10,39466350000
2023-04-11,39604950000
2023-04-12,39494700000
2023-04-13,39690000000
2023-04-14,39664800000
2023-04-17,39923100000
2023-04-18,40241250000
2023-04-19,40398750000
2023-04-20,40197150000
2023-04-21,40446000000
2023-04-24,40401900000
2023-04-25,39116700000
2023-04-26,37863000000
2023-04-27,38237850000
2023-04-28,38546550000
2023-05-01,38808000000
2023-05-02,38628450000
2023-05-03,38244150000
2023-05-04,37588950000
2023-05-05,38726100000
2023-05-08,38631600000
2023-05-09,38162250000
2023-05-10,37985850000
2023-05-11,37818900000
2023-05-12,37944900000
2023-05-15,38401650000
2023-05-16,37803150000
2023-05-17,38439450000
2023-05-18,38773350000
2023-05-19,39085200000
2023-05-22,39226950000
2023-05-23,38483550000
2023-05-24,37406250000
2023-05-25,37563750000
2023-05-26,38675700000
2023-05-30,38782800000
2023-05-31,38581200000
2023-06-01,38603250000
2023-06-02,39775050000
2023-06-05,39123000000
2023-06-06,40086900000
2023-06-07,40477500000
2023-06-08,40320000000
2023-06-09,40320000000
2023-06-12,40987800000
2023-06-13,41683950000
2023-06-14,41494950000
2023-06-15,42030450000
2023-06-16,42729750000
2023-06-20,42591150000
2023-06-21,42777000000
2023-06-22,42370650000
2023-06-23,41929650000
2023-06-26,42191100000
2023-06-27,43069950000
2023-06-28,43180200000
2023-06-29,43592849999
2023-06-30,43870080000
2023-07-03,43938940000
2023-07-05,43641590000
2023-07-06,43485090000
2023-07-07,43763660000
2023-07-10,44208120000
2023-07-11,44208120000
2023-07-12,44658840000
2023-07-13,44564940000
2023-07-14,44208120000
2023-07-17,44687010000
2023-07-18,44624410000
2023-07-19,44787170000
2023-07-20,44430350000
2023-07-21,44133000000
2023-07-24,43967110000
2023-07-25,44195600000
2023-07-26,45206590000
2023-07-27,45025050000
2023-07-28,44687010000
2023-07-31,44912370000
2023-08-01,44953060000
2023-08-02,44230030000
2023-08-03,43794959999
2023-08-04,43350500000
2023-08-07,43638459999
2023-08-08,43006200000
2023-08-09,42477230000
2023-08-10,42255000000
2023-08-11,41641520000
2023-08-14,41772980000
2023-08-15,40837110000
2023-08-16,40517850000
2023-08-17,40013920000
2023-08-18,39970100000
2023-08-21,40151640000
2023-08-22,39992010000
2023-08-23,40367610000
2023-08-24,39926280000
2023-08-25,40264319999
2023-08-28,40611750000
2023-08-29,41062470000
2023-08-30,41294090000
2023-08-31,41438069999
2023-09-01,41713510000
2023-09-05,41006130000
2023-09-06,40708780000
2023-09-07,40120340000
2023-09-08,40020180000
2023-09-11,40186069999
2023-09-12,40211110000
2023-09-13,40142250000
2023-09-14,40436470000
2023-09-15,39650840000
2023-09-18,39741610000
2023-09-19,39738480000
2023-09-20,39262720000
2023-09-21,38567860000
2023-09-22,38511520000
2023-09-25,38508390000
2023-09-26,37722760000
2023-09-27,37697720000
2023-09-28,38752530000
2023-09-29,38417830000
2023-10-02,38321420000
2023-10-03,38013530000
2023-10-04,38380510000
2023-10-05,37609230000
2023-10-06,38554670000
2023-10-09,38284100000
2023-10-10,38666630000
2023-10-11,39008730000
2023-10-12,38750600000
2023-10-13,37770950000
2023-10-16,38651080000
2023-10-17,38725720000
2023-10-18,37942000000
2023-10-19,37117850000
2023-10-20,36573600000
2023-10-23,36091550000
2023-10-24,36716660000
2023-10-25,36225280000
2023-10-26,36558050000
2023-10-27,35923610000
2023-10-30,36181740000
2023-10-31,36651350000
2023-11-01,38209460000
2023-11-02,38576440000
2023-11-03,39111360000
2023-11-06,39151790000
2023-11-07,38887440000
2023-11-08,38887440000
2023-11-09,38595100000
2023-11-10,39388150000
2023-11-13,38865670000
2023-11-14,40601050000
2023-11-15,40980470000
2023-11-16,40846740000
2023-11-17,40884060000
2023-11-20,40821860000
2023-11-21,40650810000
2023-11-22,40843630000
2023-11-24,40759660000
2023-11-27,40632150000
2023-11-28,40489090000
2023-11-29,40563730000
2023-11-30,40741000000
2023-12-01,41052000000
2023-12-04,40741000000
2023-12-05,40333590000
2023-12-06,40812530000
2023-12-07,41167070000
2023-12-08,41462520000
2023-12-11,42221360000
2023-12-12,42140500000
2023-12-13,42883789999
2023-12-14,44578740000
2023-12-15,44043820000
2023-12-18,43844780000
2023-12-19,43888320000
2023-12-20,43076610000
2023-12-21,43502680000
2023-12-22,43841670000
2023-12-26,43953630000
2023-12-27,43779470000
2023-12-28,43872770000
2023-12-29,43274000000
2024-01-02,42787359999
2024-01-03,42236040000
2024-01-04,40797680000
2024-01-05,40763800000
2024-01-08,41225800000
2024-01-09,41013280000
2024-01-10,41016359999
2024-01-11,40686800000
2024-01-12,40634440000
2024-01-16,40267920000
2024-01-17,39772040000
2024-01-18,40181680000
2024-01-19,40822320000
2024-01-22,41025600000
2024-01-23,41472200000
2024-01-24,44238040000
2024-01-25,44432080000
2024-01-26,44499840000
2024-01-29,44866359999
2024-01-30,44730840000
2024-01-31,43794520000
2024-02-01,43813000000
2024-02-02,43988560000
2024-02-05,43363320000
2024-02-06,43597400000
2024-02-07,43732920000
2024-02-08,44077880000
2024-02-09,44367400000
2024-02-12,44133320000
2024-02-13,43347920000
2024-02-14,43982400000
2024-02-15,44096359999
2024-02-16,43859200000
2024-02-20,43187760000
2024-02-21,43347920000
2024-02-22,44238040000
2024-02-23,44077880000
2024-02-26,43979320000
2024-02-27,44238040000
2024-02-28,44074800000
2024-02-29,44216480000
2024-03-01,44271920000
2024-03-04,44062480000
2024-03-05,43193920000
2024-03-06,43554280000
2024-03-07,43877680000
2024-03-08,43283240000
2024-03-11,43437240000
2024-03-12,43286320000
2024-03-13,43548119999
2024-03-14,42950600000
2024-03-15,42861280000
2024-03-18,43120000000
2024-03-19,43326359999
2024-03-20,43529640000
2024-03-21,44348920000
2024-03-22,44139480000
2024-03-25,43615880000
2024-03-26,43622040000
2024-03-27,44638440000
2024-03-28,44733920000
2024-04-01,44339680000
2024-04-02,43948520000
2024-04-03,44869440000
2024-04-04,44499840000
2024-04-05,44552200000
2024-04-08,44592240000
2024-04-09,45543960000
2024-04-10,44641520000
2024-04-11,45186680000
2024-04-12,44037840000
2024-04-15,43742160000
2024-04-16,43997800000
2024-04-17,43575840000
2024-04-18,43267840000
2024-04-19,43289400000
2024-04-22,44281160000
2024-04-23,44114840000
2024-04-24,43120000000
2024-04-25,43267840000
2024-04-26,43184680000
2024-04-29,43988560000
2024-04-30,43575840000
2024-05-01,42950600000
2024-05-02,43123080000
2024-05-03,43736000000
2024-05-06,43803760000
2024-05-07,44117920000
2024-05-08,44598400000
2024-05-09,44998800000
2024-05-10,45026520000
2024-05-13,45534720000
2024-05-14,45981320000
2024-05-15,46649680000
2024-05-16,46535720000
2024-05-17,46511080000
2024-05-20,46720520000
2024-05-21,46754400000
2024-05-22,46711280000
2024-05-23,46200000000
2024-05-24,46467960000
2024-05-28,46323200000
2024-05-29,45580920000
2024-05-30,45661000000
2024-05-31,46107600000
2024-06-03,45925880000
2024-06-04,45642520000
2024-06-05,46196920000
2024-06-06,45993640000
2024-06-07,45944359999
2024-06-10,46098359999
2024-06-11,46064480000
2024-06-12,46421760000
2024-06-13,46372480000
2024-06-14,45383800000
2024-06-17,46255440000
2024-06-18,46563440000
2024-06-20,46354000000
2024-06-21,46816000000
2024-06-24,46538800000
2024-06-25,46042920000
2024-06-26,45534720000
2024-06-27,45802680000
2024-06-28,46332440000
2024-07-01,45728760000
2024-07-02,46181520000
2024-07-03,45824240000
2024-07-05,46024440000
2024-07-08,46403280000
2024-07-09,46126080000
2024-07-10,47281080000
2024-07-11,47666080000
2024-07-12,47989480000
2024-07-15,48103440000
2024-07-16,49175280000
2024-07-17,48371400000
2024-07-18,48198920000
2024-07-19,46412520000
2024-07-22,46799640000
2024-07-23,46328400000
2024-07-24,47996100000
2024-07-25,47289240000
2024-07-26,47852280000
2024-07-29,47665620000
2024-07-30,46802700000
2024-07-31,47224980000
2024-08-01,45994860000
2024-08-02,44492400000
2024-08-05,43892640000
2024-08-06,43736580000
2024-08-07,43442820000
2024-08-08,43898760000
2024-08-09,44060940000
